store_code,address,district,state,pin_code,phone,status
PMBJK08455,"No-24, Palayayal Market Street, Market Street, Ayanavaram",Chennai,Tamil Nadu,600023,,Operational
PMBJK08458,"T S-138, West Facing, Ground Floor, Poonamallee Road, Guindy Taluk",Chennai,Tamil Nadu,600032,,Operational
PMBJK08475,"No-76, 2nd Street, Shanmuga Puram Extension",Chennai,Tamil Nadu,600019,,Operational
PMBJK08478,"No: 19/30, South Facing, Ground Floor, Duraiswamy Road, T. Nagar, Guindy",Chennai,Tamil Nadu,600017,,Operational
PMBJK01941,"Door No- 1343, Sathy Road, Near: Surya Hospital, Ganapathy, Coimbatore",Coimbatore,Tamil Nadu,641006,422421005,Operational
PMBJK01942,"190, D.B. Road, R S Puram, Coimbatore",Coimbatore,Tamil Nadu,641002,9443059930,Operational
PMBJK01943,"Door No-1868, Puliakulam Road, Near. Poorvika Mobileramanathapuram, Coimbatore",Coimbatore,Tamil Nadu,641045,422421001,Operational
PMBJK01944,"D. No-262, Palakkat Main Road, Kuniamukur-641008",Coimbatore,Tamil Nadu,641008,9943507777,Operational
PMBJK01945,"59-3, Naickar Thottam, Trichy Main Road, Kannampalayam, Sulur",Coimbatore,Tamil Nadu,641402,9842263302,Operational
PMBJK01946,"D. No-36, Maruthamalai Road, P. N. Pudur, Coimbatore",Coimbatore,Tamil Nadu,641041,9943507777,Operational
PMBJK01947,"1768-B, Thadagam Road, Sm Baivuvan Complex, Velandipalayam, Coimbatore-25",Coimbatore,Tamil Nadu,600025,7339241412,Operational
PMBJK01948,"Door No-106 C, Trichy Road, Sulur-641402",Coimbatore,Tamil Nadu,641402,9943507777,Operational
PMBJK01950,"11/43, Sasthri Street Kovilmedu, Velandipalayam, Coimbatore-641025",Coimbatore,Tamil Nadu,641025,7601020630,Operational
PMBJK01952,"36/1, East Car Street, Near Sbi, Karamadai, Coimbatore-641104",Coimbatore,Tamil Nadu,641104,9952521122,Operational
PMBJK01953,107/1 Vasnda Road Dharmapuram Tirupur 641002,Coimbatore,Tamil Nadu,641002,9842263302,Operational
PMBJK01954,"1C S Rathinasabapatty Street, Sai Baba Colony, Kk Pudur, Coimbatore-38",Coimbatore,Tamil Nadu,641038,9944556952,Operational
PMBJK01955,"24 Maruthamalai Main Road Vedavalli, Coimbatore-641041",Coimbatore,Tamil Nadu,641041,7200050238,Operational
PMBJK01956,"D. No-22-11, Ground Floor Chithvai Chavadi Street, Uliyampalayam, Onapalayam, Coimbatore-641109.",Coimbatore,Tamil Nadu,641109,9698989890,Operational
PMBJK01957,Shanthi Social Services Sf No-128/2 Trichy Road Singnallur Coimbatore-641005,Coimbatore,Tamil Nadu,641005,9843013313,Operational
PMBJK01958,"252, Vao Road, Vadugapalayam Main Road, West Palladam, Palladam",Coimbatore,Tamil Nadu,641664,9677429788,Operational
PMBJK01960,"P-92, Manis Nagar, Thudiyalur, Coimbatore, Tamil Nadu - 641034",Coimbatore,Tamil Nadu,641034,9894553392,Operational
PMBJK01961,"18B, Damu Garden, Back Side Kvb Atm, Subbramaniyampalayam Road, G N Mills Post, Coimbatore",Coimbatore,Tamil Nadu,641029,9487224568,Operational
PMBJK01962,"94 L Bishop Ambrose Complex, Avinashiroad, Karumathampatti, Coimbatore. 641659",Coimbatore,Tamil Nadu,641659,8144081090,Operational
PMBJK01963,"2G, Kkg Complex, Kavundampalayam Bus Stop, Mettupalayam Road, Kavundampalayam, Coimbatore",Coimbatore,Tamil Nadu,641030,9361559428,Operational
PMBJK02865,"34/3, SangaNo-or Main Road, Ganapathypudur, Coimbatore 641006.",Coimbatore,Tamil Nadu,641006,7904986856,Operational
PMBJK03116,"Cri Trust Healthcare, 202-A Sathy Road, Saravanampatti, Coimbature",Coimbatore,Tamil Nadu,641035,9843495143,Operational
PMBJK03132,"6/ 974, Ganeshpuram, Illuppanatham. Sirumugai, Mettupalayam, Coimbatore.",Coimbatore,Tamil Nadu,641301,9790554666,Operational
PMBJK03211,"No-372, Mayilsamy Kavunder Complex, Bazar Street, Madukkard",Coimbatore,Tamil Nadu,641001,9150155000,Operational
PMBJK03249,"A2-1/1, Ground Floor, 1St Shop, Hudco Colony, Peelamedu, Coimbatore 641004.",Coimbatore,Tamil Nadu,641004,9842363631,Operational
PMBJK03475,"Door No-172A, Ground Floor, Sakthi Arcade, Avinashi Road, Coimbatore Tamil Nadu 641004",Coimbatore,Tamil Nadu,641004,422497439,Operational
PMBJK03476,"205/A, Ground Floor, Chinna Samy Naidu Road, New Sidhapudur, Coimbatore Tamilnadu 641012",Coimbatore,Tamil Nadu,641012,422497008,Operational
PMBJK03500,"288-1, Ground Floor, Vadavalli Veerakeralam, Coimbatore Tamilnadu",Coimbatore,Tamil Nadu,641041,7708219567,Operational
PMBJK03501,"A26/1, 2, Cheran Managar, A-Quarters, Ground Floor, Vilankuruchi Road, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,641035,422497008,Operational
PMBJK03515,"1, Rahim Nagar, Balaji Complex, Shop No-3, Vadavalli Road, Edarayarpalayam, Coimbatore, Tamil Nadu- 641025",Coimbatore,Tamil Nadu,641025,9884545405,Operational
PMBJK03606,"9/40 Pollachi Main Road, Opposite Post Office, Valpari, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,642127,9080436301,Operational
PMBJK03639,"No-1-2, Natesan Nagar, Perur Main Road, Kovaipudur, Coimbatore, Tamil Nadu-641034",Coimbatore,Tamil Nadu,641034,422495790,Operational
PMBJK03663,"2183-A, Trichy Road, Singanallur, Coimbatore, Tamil Nadu-641005",Coimbatore,Tamil Nadu,641005,9443271677,Operational
PMBJK03751,"No-4/138A, Ganeshapuram, S S Kulam, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,641107,9976580996,Operational
PMBJK03859,"52 B 2, Kalapatti Road, Kovai Estate, Coimbatore-48, Tamil Nadu",Coimbatore,Tamil Nadu,641048,9894021564,Operational
PMBJK03869,"49, Ground Floor, Thiruvalluvar Nagar, Nesavalar Colony, Ondipudur, Coimbatore",Coimbatore,Tamil Nadu,641016,,Operational
PMBJK04074,"Shop No-1, Panchayath Commercial Complex, Thudiyalur Road, Idikarai, Coimbatore",Coimbatore,Tamil Nadu,641022,9363264923,Operational
PMBJK04078,"225, Angannan Street, Olympus, Ramanathanpuram, Coimbatore",Coimbatore,Tamil Nadu,641045,9944333355,Operational
PMBJK04080,"6/1, Raja Gopal Layout Peelamedu, Coimbatore",Coimbatore,Tamil Nadu,641004,8667708874,Operational
PMBJK04095,"No-01/160 B, Seerapalayam Pudur, Eacaanari-Chettipalayam Road, Coimbatore",Coimbatore,Tamil Nadu,641021,9833542365,Operational
PMBJK04247,"No-5, Sri Laxmi Complex, Thenampalayam Road, Annur, Coimbatore",Coimbatore,Tamil Nadu,641653,9940490490,Operational
PMBJK04267,"44 B, C Eshwaran Kovil Street, Kottaaimedu, Near Ukkaadam, Coimbatore",Coimbatore,Tamil Nadu,641001,9160384000,Operational
PMBJK04369,"1A, Sri Nagar, Kamaraj Road, Coimbatore",Coimbatore,Tamil Nadu,641004,7373013366,Operational
PMBJK04599,"51A/5, South Face, Narasipuram Road, Perur, Coimbatore",Coimbatore,Tamil Nadu,641034,9042080799,Operational
PMBJK04606,"No.4, Railway Station Road, Mettupalayam, Coimbatore",Coimbatore,Tamil Nadu,641301,9443376606,Operational
PMBJK04897,"D.No-7/2, Ground Floor, East Face, Sait Narayandass Layout, North Coimbatore, Coimbatore",Coimbatore,Tamil Nadu,641012,9655497855,Operational
PMBJK04924,"No-99, Avinashi Rad, Civil, Aerodrome, Coimbatore",Coimbatore,Tamil Nadu,600014,422432464,Operational
PMBJK04962,"379(1), Ground Floor, Sarojini Road, Coimbatore",Coimbatore,Tamil Nadu,641044,9943507777,Operational
PMBJK04963,"27, 27/1, Ground Floor, Vilankurichi Road, Kalappatti, Coimbatore",Coimbatore,Tamil Nadu,641048,9943507777,Operational
PMBJK04964,"8, Ground Floor, Arpee Centre, 320N, Nsr Road, Saibaba Colony, Coimbatore",Coimbatore,Tamil Nadu,641011,9943507777,Operational
PMBJK04967,"7/132-8A, Kumari Nagra, Shalom Business Complex, Keeranatham, Saravanampatti, Coimbatore",Coimbatore,Tamil Nadu,600035,9940490490,Operational
PMBJK05329,"Sf No-354/1, 372/2A, No-4, Veerapandi Village, Coimbatore",Coimbatore,Tamil Nadu,641018,7373177286,Operational
PMBJK05443,"1786, South Face, Gandhima Nagar, FCI Road, Coimbatore",Coimbatore,Tamil Nadu,641006,7867840407,Operational
PMBJK05645,"64/2, Ground Floor, Venkatesa Colony 1, Pollachi, Coimbatore",Coimbatore,Tamil Nadu,642001,9994811038,Operational
PMBJK05697,"No-617, Shop No-5, West Face, First Floor, Corporation Complex, Near Bus Stand, Pollachi, Coimbatore",Coimbatore,Tamil Nadu,642001,7904840767,Operational
PMBJK05723,"23, Shop No-2, Arasamara Street-3, Avarampalayam, Coimbatore",Coimbatore,Tamil Nadu,641006,638016309,Operational
PMBJK05724,"64/2, Ground Floor, Venkatesa Colony-1, Pollachi, Coimbatore",Coimbatore,Tamil Nadu,642001,9994811038,Operational
PMBJK06089,"11/23, West, Ground Floor, Sugun, Valparai main road",Coimbatore,Tamil Nadu,642007,8300501325,Operational
PMBJK06475,"D.No-79, Main Road",Coimbatore,Tamil Nadu,642109,9842282055,Operational
PMBJK06665,"101, North Side, Ground, Dr. Radhakrishnan Road",Coimbatore,Tamil Nadu,641012,,Operational
PMBJK06893,"535/2, Tank Street, Thudiyalur Road, Ground Floor, Chinnavedampatti",Coimbatore,Tamil Nadu,641049,,Operational
PMBJK06923,"25N1, Near Balu Lodge, Mettupalayam Road, Koundampalayam",Coimbatore,Tamil Nadu,641030,,Operational
PMBJK07108,"42/1, Ground Floor, Narayanasamy Layout",Coimbatore,Tamil Nadu,641026,,Operational
PMBJK07513,"Ground Floor, Shop No-7, Rajiv Nagar, MR Complex, Vannankovil, Jothipuram, Perianaickenpalayam",Coimbatore,Tamil Nadu,641047,,Operational
PMBJK07814,"16-I, Mettupalayam Road, Narasimhanaikan, Palayam",Coimbatore,Tamil Nadu,641031,,Operational
PMBJK07928,"804, Shop No-1, Pollachi Main Road, Malumichampatty Village",Coimbatore,Tamil Nadu,641050,,Operational
PMBJK08001,"39A, New Scheme Road, Pollachi",Coimbatore,Tamil Nadu,642001,,Operational
PMBJK08046,"51, Bharathi Nagar, T.D. Hospital (Opp) Pollachi Road, Anaimalai",Coimbatore,Tamil Nadu,642104,,Operational
PMBJK08102,"415/3, Sundarapuram, Kurichi Pollachi Main Road",Coimbatore,Tamil Nadu,641024,,Operational
PMBJK08324,"No-26, Kottur Road, Suleeswaranpatti",Coimbatore,Tamil Nadu,642006,,Operational
PMBJK08545,"205, West, Ground Floor, Trichy Road, Ondipudur",Coimbatore,Tamil Nadu,641016,,Operational
PMBJK01410,"Taluk Office Opposite, Meiyamaptti, Seemanathi, Usilampatti, Madurai.",Madurai,Tamil Nadu,625532,9047943581,Operational
PMBJK01430,"30A Pulipandiyan Street, Jaihindupuram, Madurai 625011.",Madurai,Tamil Nadu,625011,8344257842,Operational
PMBJK02009,"Ahana Hospitals Llp, Ist Floor, Plot No-611, K. K. Nagar, Madurai, Tn-625020",Madurai,Tamil Nadu,625020,,Operational
PMBJK02010,"Sri Padmavathy Educational Trust, 131, Munichief Court Road, Tirumangalam 625 706",Madurai,Tamil Nadu,625706,9962366600,Operational
PMBJK02011,"3/118, A. Thottiapatti, Thirumangalam, Rajapalayam Main Road, -625704",Madurai,Tamil Nadu,625704,9840125488,Operational
PMBJK02012,"No-25/1A, Krishnapuram Nesavalar Colony, East Cross Street-625014",Madurai,Tamil Nadu,625014,9500526973,Operational
PMBJK02013,"No-53, Ii Floor(No-rth Portion) Pak Complex, Chokkalinga Nagar, Main Road-625016",Madurai,Tamil Nadu,625016,9500342666,Operational
PMBJK02014,"No-1 J, Nehruji Street, Thirunagar, Madurai-6",Madurai,Tamil Nadu,625006,8300581337,Operational
PMBJK02015,"No-27, Thiagarajar Colony, Pasumalai(Po), Madurai-625004",Madurai,Tamil Nadu,625004,7339685573,Operational
PMBJK02016,"Door No-12/1, Ground Floor, K. R. Towers, Usilampatti Road, Thirumangalam-625706",Madurai,Tamil Nadu,625706,9994999493,Operational
PMBJK02018,"No-19, Shop No-3 Manjanakara Street, Madurai-01",Madurai,Tamil Nadu,630001,9788633053,Operational
PMBJK02019,"Ground Floor, Shop No-1 Gems Complex Sikkandarchavadi Madurai-625018",Madurai,Tamil Nadu,625018,9486752678,Operational
PMBJK02021,"14 Ground Floor Vaidhiyanathapuram, Madurai-625016",Madurai,Tamil Nadu,625016,9367740111,Operational
PMBJK02022,"D No-14/6 Ground Floor, Shop No- 3Ellis Nagar 70 Feetmain Road Opp. BsnlAnbu Nagar Madurai-625016",Madurai,Tamil Nadu,625016,9003423808,Operational
PMBJK02023,"Ground Floor No-1163/1/1, Moondru Mavadi Road, Meenakshi Nagar, Kannanenthal, Madurai-625014",Madurai,Tamil Nadu,625014,9994226928,Operational
PMBJK02024,"22/2, Kakkan Street, SheNo-y Nagar, Madurai 20.",Madurai,Tamil Nadu,600020,452422028,Operational
PMBJK02025,"6/62, Sivagangai Main Road, Karuppayurani, Madurai 625020.",Madurai,Tamil Nadu,625020,9092562344,Operational
PMBJK02026,"Door1/863, Shop No- A1 Plaza Lvb Nagar, Kadachandal, Madurai-625107.",Madurai,Tamil Nadu,625107,8012408811,Operational
PMBJK02027,"166A, First Floor, Indirani Nagar Main Road, Mudaku Salai, Madurai 16.",Madurai,Tamil Nadu,625009,9944860813,Operational
PMBJK02028,"Km College Of Pharmacy, 2/92 A, Pando Koil Street, Madurai-625107",Madurai,Tamil Nadu,625107,9585503073,Operational
PMBJK02029,"12/36, Ground Floor, Old Post Office Street, S. S. Colony, Madurai 625010.",Madurai,Tamil Nadu,625010,9566477894,Operational
PMBJK02771,"12/ 319 Patabi Setharam Street, Mandabam, Madurai Road, Pramakudi 623707",Madurai,Tamil Nadu,623707,9003914058,Operational
PMBJK02822,"Shop No- 18, 26C, Pappamal Complex, Arasardi, Bharathidasan Road (T. B. Road), Madurai",Madurai,Tamil Nadu,625016,9894091563,Operational
PMBJK02823,"508, Parsuraman Patti, K. Pudur, Madurai 625007.",Madurai,Tamil Nadu,625007,9585253337,Operational
PMBJK02844,"At 10/4 Ganapathi Nagar, 1St Street, West Alangulam Main Road, Madurai- 625017.",Madurai,Tamil Nadu,625017,9789754020,Operational
PMBJK02846,"Door No- 1/3, C. S. I. Shopping Complex, Moondru Mavadi ? Iyer Bunglow Road, Alagar Kovil Main Road, Madurai ? 625007, Tamilnadu",Madurai,Tamil Nadu,625007,9894091563,Operational
PMBJK02858,"Door No- 3B, Ground Floor, Jeyaraj Nagar, Opp. To Fatima College, Madurai 625 018, Tamilnadu",Madurai,Tamil Nadu,625018,9092311667,Operational
PMBJK02864,"9 Ahimsapuram, 7St (Ex), Sellur Madurai 2",Madurai,Tamil Nadu,625002,9092824550,Operational
PMBJK02996,"242, Vanamangalam Nagar, Main Road, Bye Pass Road, Madurai",Madurai,Tamil Nadu,625016,7093847010,Operational
PMBJK03025,"5/215, E. K. Pullikeasi, Parambarai Trust, Srinivasa Perumal Tirukovil, Appan Thirupathi.",Madurai,Tamil Nadu,517501,9092311667,Operational
PMBJK03491,"114, Ground Floor, Thamilan Street, New Ramnad, Road, Madurai Tamilnadu",Madurai,Tamil Nadu,625009,8124847424,Operational
PMBJK03494,"108-Apk Road, Near Guru Mahal, Madurai",Madurai,Tamil Nadu,625001,9789789570,Operational
PMBJK03572,"Plot No-1/96-01, Shop No-8/9, Shopping Complex, Ayisha Garden, Thirumogur Road, Y. Othakkadai, Madurai, Tamil Nadu-625107",Madurai,Tamil Nadu,625107,9786487060,Operational
PMBJK03672,"Shop. No-1, Plot No-1, Srivel Nagar Thiruppalai, Madurai",Madurai,Tamil Nadu,625014,9486162789,Operational
PMBJK04242,"349, Shop No-2, Lig Anna Nagar, Anna Nagar, Madurai",Madurai,Tamil Nadu,625020,9894147668,Operational
PMBJK04780,"11, Panchayat Complex, New Nathem Main Road, Chatrapatti, Madurai",Madurai,Tamil Nadu,625014,9786088286,Operational
PMBJK05001,"1/566, Rangamani Complex, New Nathan Main Road, Tagoor Nagar, Madurai",Madurai,Tamil Nadu,625014,9080364100,Operational
PMBJK05121,"515-B, Harveypatti, Thirupparankundram, Madurai",Madurai,Tamil Nadu,625006,9003706693,Operational
PMBJK05164,"15, Ground Floor, Dhimsapuram, 7th Street, New Extension, Jeeva Road, Sellur, Madurai",Madurai,Tamil Nadu,625002,9092311667,Operational
PMBJK05330,"115, Vakil New Street, Ground Floor, Madurai",Madurai,Tamil Nadu,625001,8526463690,Operational
PMBJK05429,"52/2, Shop No-3, Pottulupatti Middle Street, Opp Vishnu Traders, Vadipatti, Madurai",Madurai,Tamil Nadu,625221,9976122521,Operational
PMBJK05497,"Survey No-33/6, Ground Floor, Theni Main Road, Kalavasal, Madurai",Madurai,Tamil Nadu,625016,8608604999,Operational
PMBJK05502,"12, Shop No-3, Pudur Vandipathai Road, K.Pudur, Madurai",Madurai,Tamil Nadu,625007,9486162789,Operational
PMBJK05596,"2/235 A, Ground Floor, Meenakshi Colony, Kaithri Nagar, Thirupparankundram, Madurai",Madurai,Tamil Nadu,625005,9514895840,Operational
PMBJK05948,"D.No-35, Shop No-1, Ground Floor, Thiruparankundram Road, Visalam, Madurai",Madurai,Tamil Nadu,625003,8124847424,Operational
PMBJK06121,"D.No. 64 A, Ground Floor, Arapalayam Road, Madurai",Madurai,Tamil Nadu,625016,9500300008,Operational
PMBJK06299,"D.No. 3-1-8A, Shop No-1, Ground Floor, Pandiyan Nagar, Madurai Main Road T Kallupatti",Madurai,Tamil Nadu,625702,9442058283,Operational
PMBJK06335,"D.No-12A, Ground Floor, Prasana Main Road, Avinapuram",Madurai,Tamil Nadu,625012,9789789570,Operational
PMBJK06510,"68/B7, Usilampatti Road, Ground Floor, Mariyamman, Opp. M. Kallupatti Road, Elumalai",Madurai,Tamil Nadu,625537,9047943581,Operational
PMBJK07307,"1/206, Kamarajar, 1st Street, Narasingam, Othakadai",Madurai,Tamil Nadu,625107,,Operational
PMBJK07756,"Plot No-465, K K Nagar",Madurai,Tamil Nadu,625020,,Operational
PMBJK07888,"D No-2/208, Ground Floor, Shop Portion Airport Road, Perunkudi, Madurai South Taluk Madurai District 625022",Madurai,Tamil Nadu,625022,,Operational
PMBJK07917,"D No-1/515, Ground Floor, Meenakshi Colony, Kaithari Nagar, Nilaiyur Madurai, Thirupparankundram",Madurai,Tamil Nadu,625005,,Operational
PMBJK07929,"92 B, Ground Floor, Usilampatti Road, Elumali",Madurai,Tamil Nadu,625532,,Operational
PMBJK08394,"5-1-2A2, Anjal Nagar, Kodalnagar",Madurai,Tamil Nadu,625018,,Operational
PMBJK08513,"8-1-69, Veernanayaker Street, Near Iob Bank, Sholavandam, Ground Floor",Madurai,Tamil Nadu,625214,,Operational
PMBJK02017,"1, Circuit House Road, Tvs Tolgate, Trichy 620020, Tamil Nadu",Tiruchirapalli,Tamil Nadu,620020,8122810365,Operational
PMBJK02082,"No-6, Forst Floor, Shop No-1, From South Side, Thathachariar Gardens, Mambhazhalasalai, Srirangam",Tiruchirapalli,Tamil Nadu,620006,8903600862,Operational
PMBJK02083,"No-65 N. No-18 Pattabiraman Pillai Street Tennur, Trichy",Tiruchirapalli,Tamil Nadu,651817,9443130267,Operational
PMBJK02084,"19 Puhallyapillai Street, Chinnakadavethi, Trichy",Tiruchirapalli,Tamil Nadu,620002,7339609333,Operational
PMBJK02085,16 Gandhi Street Ponmalaipatti Trichy,Tiruchirapalli,Tamil Nadu,620004,9786140504,Operational
PMBJK02086,"5 B Madurai Road Thideer Nagar, Thuvarankuruchi Trichy 620001",Tiruchirapalli,Tamil Nadu,620001,,Operational
PMBJK02087,12/1 Sp Complex Madurai Main Road Manaparai Trichy 621306,Tiruchirapalli,Tamil Nadu,621306,8883033895,Operational
PMBJK02088,"Aas Complex 32/6 Thanjavur Main Road, Trichy 620013",Tiruchirapalli,Tamil Nadu,620013,9597859867,Operational
PMBJK02089,"15 Bazaar Street Palakarai, Trichy 620008",Tiruchirapalli,Tamil Nadu,620008,9965364342,Operational
PMBJK02090,"4/152 E Pappakurishi Road East, No-rth Kattur, Trichy-620019",Tiruchirapalli,Tamil Nadu,620019,7339609333,Operational
PMBJK02091,"South Devi Street, Subramaniyapuram, Srirangam, Trichy 06",Tiruchirapalli,Tamil Nadu,600006,9443130267,Operational
PMBJK02092,"?, Thapetai Road, Salem Bye Pass Road, Musiri, Trichy 621214.",Tiruchirapalli,Tamil Nadu,621214,9894454606,Operational
PMBJK02093,"6A, Dhanalakshmi Complex, 1, Tolgate, Trichy",Tiruchirapalli,Tamil Nadu,621216,9787571551,Operational
PMBJK02094,"Old 6/1, New179, Indra Gandhi Street, Airport, Trichy",Tiruchirapalli,Tamil Nadu,620007,7339609333,Operational
PMBJK02810,"No-73/17 Spca Complex First Floor, Evr Road, Opp. To Gh, Renganakapuram, Trichy, Tamil Nadu. 621002",Tiruchirapalli,Tamil Nadu,621002,9843008909,Operational
PMBJK02942,"32. N P. K Illam, Cavery Nagar, Mellachinthamani, Trichy-2",Tiruchirapalli,Tamil Nadu,620002,9150094442,Operational
PMBJK02994,"1/1, Indra Nagar, Kottapattu, Trichy",Tiruchirapalli,Tamil Nadu,620007,9489051406,Operational
PMBJK03073,"79/2 Gori Medu, Peria Milagu Parai, Trichy 620001, Corporation Ward 46",Tiruchirapalli,Tamil Nadu,620001,7339609333,Operational
PMBJK03083,"18, Vadakku Vasal, Melur Road, Trichy 620006.",Tiruchirapalli,Tamil Nadu,620006,9655235758,Operational
PMBJK03119,"4, Annan Street, Thanjai Main Road, Ariyamangalam, Trichy",Tiruchirapalli,Tamil Nadu,620010,,Operational
PMBJK03153,"14/5, Dindukkalar Vaniga Valagam, Chennai Main Road, Samayapuram",Tiruchirapalli,Tamil Nadu,621112,9444790960,Operational
PMBJK03762,"Shop No-63/7, Ist Floor, Subam Complex, Siruthaiyur Village, Poovalur Road, Lalgandi, Trichy, Tamil Nadu",Tiruchirapalli,Tamil Nadu,620001,9865670780,Operational
PMBJK03783,"Shop No-18/2, Melakavakara Street, Manachanallur, Trichy. Tamil Nadu-05",Tiruchirapalli,Tamil Nadu,621105,9787571551,Operational
PMBJK04069,"Near Pettavaithalai Bus Stant, Near Petrol Bank, Trichy",Tiruchirapalli,Tamil Nadu,639112,8973432188,Operational
PMBJK04079,"Shop No-B6, Chitra Complex, Karur By Pass Road, Chathiram Bus Stand, Chitra Complex, Tirichy",Tiruchirapalli,Tamil Nadu,620002,8903600862,Operational
PMBJK04246,"No.66A/4, New-88, Sevalur, Kovilpatti Road, Manappari, Trichy",Tiruchirapalli,Tamil Nadu,621305,9894515235,Operational
PMBJK04396,"1063, Madhurapuri, Thuraiyur, Trichy",Tiruchirapalli,Tamil Nadu,621010,9159512332,Operational
PMBJK04444,"No-173A, AMS Complex, Shop No. 8-9, Madurai Road, Crawford, Trichy",Tiruchirapalli,Tamil Nadu,620012,7339609333,Operational
PMBJK04609,"280, Salem Main Road, Kadaiveethi, Thottiyam, Trichy",Tiruchirapalli,Tamil Nadu,621215,9994558305,Operational
PMBJK04723,"No.2, Kamatchi Amman Kovil Street, Kulumani Road, Wariyur, Trichy",Tiruchirapalli,Tamil Nadu,620003,9092515706,Operational
PMBJK04738,"184, Trichy Main Road, Salem",Tiruchirapalli,Tamil Nadu,636203,7550001505,Operational
PMBJK04966,"16, Gandhi Street, Ponmaaipatty, Tiruchirapalli",Tiruchirapalli,Tamil Nadu,620004,9486493314,Operational
PMBJK05113,"Shop No-F8, 452/95, Senathipathi Complex, Balaji Nagar II, Angarai, Lalgudi, Trichy",Tiruchirapalli,Tamil Nadu,621703,9486062897,Operational
PMBJK05114,"65, Chinthamani Bazaar, Near Anna Silai, Trichy",Tiruchirapalli,Tamil Nadu,620002,9486062897,Operational
PMBJK05115,"484, Madhurapuri Pudu Theru Thuraiyur, Thuraiyur, Trichy",Tiruchirapalli,Tamil Nadu,621010,9486062897,Operational
PMBJK05116,"No-1/1, Shop No-1, Ramasamy Street Mela, Mela Kalkandar Kottai, Trichy",Tiruchirapalli,Tamil Nadu,620011,9486062897,Operational
PMBJK05117,"73-A/2, Kurumber Theru Uppiliyapuram, Thuuraiyur,Uppliyapuram, Trichy",Tiruchirapalli,Tamil Nadu,621011,9486062897,Operational
PMBJK05285,"3/187, Kattur First Floor, Thanjai Main Road, South Kattur, Trichy",Tiruchirapalli,Tamil Nadu,620019,9965364342,Operational
PMBJK05368,"59/2, Ground Floor, Shop No-1, Alpha Nagar, Shop No-1, Ist Street Karumanadapam, Trichy",Tiruchirapalli,Tamil Nadu,620001,9791090285,Operational
PMBJK05379,"6/147, 1st Cross, Geetha Nagar, Vayalur Main Road, Trichy",Tiruchirapalli,Tamil Nadu,620017,9943769267,Operational
PMBJK05435,"XX, Nitt, Thuvakudi, Thiruverumbar, Trichy",Tiruchirapalli,Tamil Nadu,620015,9437275247,Operational
PMBJK06209,"D.No-1/9, Fiest Floor, Sundar Nagar, 5th Cross, K K Nagar",Tiruchirapalli,Tamil Nadu,620021,7502875115,Operational
PMBJK06255,"Srinivasa Nagar, Vayalur Main Road North Phase, Ground Floor, 8/152",Tiruchirapalli,Tamil Nadu,620018,9842046269,Operational
PMBJK06528,"186, Ground Floor, Shop No-1, Vayalur Road, Uyyankondan Thirumalai",Tiruchirapalli,Tamil Nadu,620102,7826044458,Operational
PMBJK06663,"A130, Jainagar (D A Nagar), A Block",Tiruchirapalli,Tamil Nadu,620013,,Operational
PMBJK06852,"1/505, Facing North, Ground Floor, Main Road, Somarasamettai",Tiruchirapalli,Tamil Nadu,620102,,Operational
PMBJK06889,"1/505, Facing North, Ground Floor, Main Road, Somarasamettai",Tiruchirapalli,Tamil Nadu,620102,,Operational
PMBJK07130,"No-11, Bigchettistreet, Priyakadai Veethi",Tiruchirapalli,Tamil Nadu,620008,,Operational
PMBJK07241,"27/36, Thirumalabadi Salai, Pullambadi",Tiruchirapalli,Tamil Nadu,621711,,Operational
PMBJK07826,"419/B, Puravi Nagar, First Floor, Jothivinayaga Complex, Nochium Bus Stand",Tiruchirapalli,Tamil Nadu,621216,,Operational
PMBJK08129,"7/115 B, Shop No-1, KVK Complex, First Street, Gundur Burma Colony",Tiruchirapalli,Tamil Nadu,620007,,Operational
PMBJK08151,"No-7, New No-C 10, Ground Floor, Vandu Complex, Kulumani Main Road, Lingam Nagar Woraiur",Tiruchirapalli,Tamil Nadu,620003,,Operational
PMBJK08210,"56/F1 North Facing, Grount Floor, Thanjai Main Road, Thiruverumbur Thaluk, Thirichy",Tiruchirapalli,Tamil Nadu,620015,,Operational
PMBJK08356,"883-1, Shop No-1, Ground Floor, South Street, Puthanatham Puthanatham",Tiruchirapalli,Tamil Nadu,621310,,Operational
PMBJK01982,"219/99, Sathy Main Road, Veevappan Chafram-638004",Erode,Tamil Nadu,638004,9443314918,Operational
PMBJK01983,Sumet Hospital 638 001,Erode,Tamil Nadu,638001,8973592477,Operational
PMBJK01984,D. No-5 Rajaveethi Chennimalai Erode 638051,Erode,Tamil Nadu,638051,9843422288,Operational
PMBJK01985,D. No-53/134 Anna Salai Sivagiri Erode 638109,Erode,Tamil Nadu,638109,9965364342,Operational
PMBJK01986,306. 307 Evn Road Erode 638009,Erode,Tamil Nadu,638009,,Operational
PMBJK01987,"D. No-400 Mettur Road Bhavani, Erode 638301",Erode,Tamil Nadu,638301,9489415000,Operational
PMBJK01988,"D. No-260 Sathy Main Road Bhavani, Erode 638455",Erode,Tamil Nadu,638455,9025213023,Operational
